Service,DepartmentName,SubDepartmentName,Billing Date,Department of Ordering Doctor,Number,Item Name,Gross,discount,Net,ReferralDoctorName
ADMISSTION CHARGES,Administration,Pulmonary Dept.,05/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,06/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,07/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,08/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,09/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,10/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,11/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,12/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,13/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,14/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,15/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,16/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,17/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,18/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,19/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,20/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,21/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,22/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,23/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,24/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,25/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,26/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,27/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,28/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,29/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,30/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,31/07/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,01/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,02/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,03/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,04/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,05/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,06/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,07/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,08/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,09/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,10/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,11/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,12/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,13/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,14/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,15/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,16/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,17/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,18/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,19/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,20/08/2019 12:00:00,Cardiology,2,ADMISSTION CHARGES,200,0,200,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,20/08/2019 17:38:42,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,21/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,22/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,23/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,24/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,25/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,26/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,27/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,28/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,29/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,30/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,31/08/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,01/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,02/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,03/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,04/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,05/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,06/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,07/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,08/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,09/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,10/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,11/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,12/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,13/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,14/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,15/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,16/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,17/09/2019 12:00:00,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,18/09/2019 11:58:28,Cardiology,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,26/10/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,27/10/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,28/10/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,29/10/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,30/10/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,31/10/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,01/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,02/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,03/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,04/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,05/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,06/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,07/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,08/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,09/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,10/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,11/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,12/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,13/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,14/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,15/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,16/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,17/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,18/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,19/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,20/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,21/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,22/11/2019 11:05:12,Internal Medicine,1,ADMISSTION CHARGES,100,0,100,SUJAY
ADMISSTION CHARGES,,,12/05/2020 16:17:00,Pathology,1,New item 24-10-19 2*,1500,0,1500,SUJAY
ADMISSTION CHARGES,Administration,administration,29/06/2019 12:00:00,Cardiology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,30/06/2019 12:00:00,Cardiology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,01/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,02/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,02/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,03/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,03/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,04/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,05/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,06/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,07/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,08/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,09/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,10/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,11/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,12/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,13/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,14/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,15/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,16/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,17/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,17/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,18/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,18/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,19/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,19/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,20/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,20/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,21/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,21/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,22/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,22/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,23/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,23/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,24/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,24/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,25/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,25/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,26/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,26/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,27/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,27/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,28/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,28/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,29/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,29/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,30/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,30/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,31/07/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,31/07/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,01/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,01/08/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,02/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,02/08/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,03/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,03/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,04/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,05/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,06/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,07/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,08/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,09/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,10/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,11/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,12/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,13/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,14/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,15/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,16/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,17/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,17/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,18/08/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,18/08/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
