Service,DepartmentName,SubDepartmentName,Billing Date,Department of Ordering Doctor,Number,Item Name,Gross,discount,Net,ReferralDoctorName
ADMISSTION CHARGES,Administration,administration,03/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,03/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,04/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,04/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,05/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,05/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,06/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,06/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,07/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,07/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,08/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,08/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,09/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,09/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,10/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,10/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,11/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,11/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,12/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,12/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,13/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,13/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,14/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,14/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,15/11/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,15/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/11/2019 11:24:25,Cardiology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,16/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,16/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,17/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,17/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,17/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,17/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,17/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,18/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,18/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,18/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,18/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,18/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,19/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,19/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,19/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,19/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,19/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,20/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,20/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,20/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,20/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,20/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,21/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,21/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,21/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,21/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,21/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,22/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,22/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,22/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,22/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,22/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,23/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,23/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,23/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,23/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,23/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,24/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,24/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,24/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,24/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,24/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,25/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,25/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,25/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,25/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,25/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,26/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,26/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,26/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,26/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,26/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,27/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,27/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,27/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,27/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,27/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,28/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,28/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,28/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,28/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,28/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,29/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,29/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,29/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,29/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,29/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,30/11/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,30/11/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,30/11/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,30/11/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,30/11/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,01/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,01/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,01/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,01/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,01/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,02/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,02/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,02/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,02/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,02/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,03/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,03/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,03/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,03/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,03/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,04/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,04/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,04/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,05/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,05/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,05/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,06/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,06/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,06/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,07/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,07/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,07/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,08/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,08/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,08/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,09/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,09/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,09/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,10/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,10/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,10/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,11/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,11/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,11/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,12/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,12/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,12/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,13/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,13/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,13/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,14/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,14/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,14/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,15/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,15/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,15/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,16/12/2019 12:00:00,Cardiology,2,s16,2000,0,2000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/12/2019 12:00:00,Critical Care,1,s16,1000,0,1000,Prasanth  K V......
ADMISSTION CHARGES,Administration,administration,16/12/2019 12:00:00,General Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/12/2019 12:00:00,Internal Medicine,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,16/12/2019 12:00:00,Otorhinolaryngology,1,s16,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,administration,17/12/2019 12:00:00,Cardiology,1,s16,1000,0,1000, A.J.KRISHNAN
ADMISSTION CHARGES,Administration,administration,17/12/2019 12:00:00,Cardiology,3,s16,3000,0,3000,SUJAY
